wohnflaeche;grundstueckflaeche;zimmer;category;basement;year;efficiency_rating;condition;floors;terrace;type;price;id;plz;street;city;district;kontextlabel;kontextWert
156.17;285;5;einfamilienhaus;1.19;2022;8;1.2;1.9;Terrasse. Garten ;Massivhaus;489000;78886136;26721;Straße nicht freigegeben;Emden;Früchteburg;9;2150
137.71;285;4;einfamilienhaus;1.19;2022;8;1.2;1.9;Terrasse. Garten ;Massivhaus;469000;79937550;26721;Straße nicht freigegeben;Emden;Früchteburg;9;2150
129.48;355;4;einfamilienhaus;1.19;2022;8;1.2;1.9;Terrasse. Garten ;Massivhaus;454000;18196526;26721;Straße nicht freigegeben;Emden;Früchteburg;9;2150
141.77;285;5;einfamilienhaus;1.19;2022;8;1.2;1.9;Terrasse. Garten ;Massivhaus;474000;95903969;26721;Straße nicht freigegeben;Emden;Früchteburg;9;2150
137.71;285;4;einfamilienhaus;1.19;2022;8;1.2;1.9;Terrasse. Garten ;Massivhaus;469000;88433553;26721;Straße nicht freigegeben;Emden;Früchteburg;9;2150
142.93;355;5;einfamilienhaus;1.19;2022;8;1.2;1.9;Terrasse. Garten ;Massivhaus;474000;67247965;26721;Straße nicht freigegeben;Emden;Früchteburg;9;2150
142.59;285;5;einfamilienhaus;1.19;2022;8;1.2;1.9;Terrasse. Garten ;Massivhaus;474000;87545033;26721;Straße nicht freigegeben;Emden;Früchteburg;9;2150
156.54;285;6;einfamilienhaus;1.19;2022;8;1.2;1.9;Terrasse. Garten ;Massivhaus;489000;56899257;26721;Straße nicht freigegeben;Emden;Früchteburg;9;2150
128.48;285;4;einfamilienhaus;1.19;2022;8;1.2;1.9;Terrasse. Garten ;Massivhaus;454000;32251678;26721;Straße nicht freigegeben;Emden;Früchteburg;9;2150
168.27;1786;8;einfamilienhaus;1.19;1936;2;1;1.9;Terrasse. Garten ;Massivhaus;219000;10163578;26689;Straße nicht freigegeben;Apen;Augustfehn I;5;2150
82;500;4;einfamilienhaus;1.19;1952;0;3;1.9;Terrasse ;Massivhaus;130000;75766563;26689;Straße nicht freigegeben;ApenAugustfehn;Augustfehn I;5;2150
86;409;4;einfamilienhaus;1.19;1934;1;1.2;1.9;Terrasse ;Massivhaus;150000;50612741;26382;Straße nicht freigegeben;WilhelmshavenBant;;9;2150
232.31;981;7;bungalow;1;2018;6;1.2;1.9;Terrasse. Garten ;Massivhaus;735000;16065894;38531;Schulstraße 3;Rötgesbüttel;;6;2500
155;436;4;einfamilienhaus;2;2010;1;0;1.9;Terrasse. Wintergarten ;Massivhaus;275000;70826444;49762;Straße nicht freigegeben;Lathen;;1;2350
169;735;8;einfamilienhaus;1;1977;4;1;1.9;Terrasse ;Massivhaus;384000;56290743;27619;Straße nicht freigegeben;Schiffdorf;;5;2150
160;1188;9;mehrfamilienhaus;1.19;1979;2;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;329000;58455000;26871;Straße nicht freigegeben;Papenburg;Sellstedt;9;2300
133;582;6.3;einfamilienhaus;2;2004;2.8;1.2;1.9;Terasse;Massivhaus;416100;26071372;38448;Straße nicht freigegeben;Wolfsburg;Vorsfelde;10;3100
200;905;8;mehrfamilienhaus;1.19;1850;2.8;1.2;1.9;Terasse;Holzhaus;239000;52093521;37697;Straße nicht freigegeben;Lauenförde;;9;850
380;2624;13;mehrfamilienhaus;1;1950;1;1.2;1.9;Terrasse. Garten ;Massivhaus;449999;76494496;26629;Straße nicht freigegeben;Großefehn;Spetzerfehn;1;2350
119.5;397;4;doppelhaushälfte;1.19;2018;6;1.2;1.9;Terrasse. Garten. Balkon ;Massivhaus;479000;53780835;26629;Straße nicht freigegeben;Großefehn;Timmel;1;2350
132;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;243770;68939820;31167;Am Sportplatz;Bockenem;Bornum am Harz;2;1350
127;1760;5;bungalow;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;260490;27768766;31167;Ambergauring ;Bockenem;;2;1350
124;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;241260;68264629;29320;Olendorp ;Südheide;Hermannsburg;0;2250
101;978;6.3;einfamilienhaus;2;1972;2.8;1.2;1.9;Terasse;Massivhaus;174000;28307567;38550;Straße nicht freigegeben;Isenbüttel;;10;3550
156;415;6;doppelhaushälfte;2;1968;4;0;1.9;Terrasse ;Massivhaus;359900;76618895;26409;Straße nicht freigegeben;Wittmund;;5;2150
299;5128;8;einfamilienhaus;1.19;1965;4;1;1.9;Terasse;Massivhaus;697400;62987589;26409;Straße nicht freigegeben;Wittmund;Ardorf;5;2150
139;627;6;einfamilienhaus;1.19;1961;2.8;3;1.9;Terasse;Massivhaus;269000;71946354;26409;Straße nicht freigegeben;Wittmund;;5;2150
240;4205;8;einfamilienhaus;1.19;1912;1;1.2;1.9;Terrasse ;Massivhaus;325000;11246374;21770;Westerende 5;Mittelstenahe;Nordahn;0;1450
120;535;5;einfamilienhaus;2;1968;2.8;3;1.9;Terrasse. Balkon ;Massivhaus;179000;90530619;49846;Straße nicht freigegeben;Hoogstede;;1;1900
112;568;4;bungalow;0;2020;2.8;1.2;1.9;Terrasse. Garten ;Holzhaus. Niedrigenergiehaus;385000;43633761;31020;Straße nicht freigegeben;Salzhemmendorf;;1;1400
340;3062;10;einfamilienhaus;1;1928;2.8;1.2;1.9;Terasse;Massivhaus;485000;15404574;31020;Straße nicht freigegeben;Salzhemmendorf;Lauenstein;1;1400
150;900;5;einfamilienhaus;1.19;1996;2.8;1;1.9;Terasse;Massivhaus;359000;11308240;26931;Straße nicht freigegeben;Elsfleth;;1;2200
118;517;6.3;einfamilienhaus;0;1997;3;1;1.9;Terrasse. Balkon ;Holzhaus;235000;17146433;26931;Straße nicht freigegeben;Elsfleth;Oberhammelwarden;1;2200
200;997;7;einfamilienhaus;1.19;1998;4;1.2;1.9;Terrasse. Garten ;Massivhaus;465000;39625742;26931;Straße nicht freigegeben;Elsfleth;Oberhammelwarden;1;2200
100;1760;4;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;208010;52624093;38368;Am Sandblessen;Rennau;;1;2300
106;744;3;doppelhaushälfte;1.19;1938;4;1;1.9;Terasse;Massivhaus;289000;57267064;26452;Straße nicht freigegeben;Sande;Cäciliengroden;9;1850
127;1760;5;bungalow;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;260490;28595573;38173;Gänsevorlingen ;Sickte;Hötzum;2;1150
121;746;5;einfamilienhaus;1;1954;0;1.2;1.9;Terrasse ;Massivhaus;285000;50913940;27749;Straße nicht freigegeben;Delmenhorst;Stickgras/Annenriede;10;2650
131;1509;7;einfamilienhaus;1;2021;1;1.2;2;Terrasse. Garten. Balkon ;Massivhaus;315000;56160536;26607;Straße nicht freigegeben;Aurich;Plaggenburg;5;2400
187;1025;6.3;einfamilienhaus;1.19;2015;2.8;1.2;1.9;Terasse;Massivhaus;346000;63419356;49597;Straße nicht freigegeben;Rieste;;2;2350
200;728;6;bungalow;1.19;1984;2;1.2;1.9;Terasse;Massivhaus;315000;71056625;27639;Straße nicht freigegeben;WursterNordseeküste;Nordholz;0;2350
130;1760;5;bungalow;1.19;2022;2.8;1.2;1;Terasse;Massivhaus;251950;85937880;31832;Zur Schille;Springe;Bennigsen;6;2200
140;838;7;mehrfamilienhaus;1;1962;2.8;3;1.9;Terasse;Massivhaus;299000;35027763;31832;Straße nicht freigegeben;Springe;Bennigsen;6;2200
152;750;6;einfamilienhaus;0;2005;5;1;1.9;Terrasse ;Fertighaus;499000;76965228;31832;Straße nicht freigegeben;SpringeEldagsen;;6;2200
124;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;245060;80187639;31832;Zur Schille;Springe;Bennigsen;6;2200
242;925;8;mehrfamilienhaus;1.19;2007;2;1.2;1.9;Terrasse. Balkon ;Massivhaus;550000;33011677;49434;Straße nicht freigegeben;NeuenkirchenVörden;;2;2050
130;826;4;einfamilienhaus;2;1960;3;1;1.9;Terrasse. Garten. Balkon. Loggia ;Massivhaus;325000;99939478;29614;Straße nicht freigegeben;Soltau;;5;2500
60;400;2.5;bungalow;0;1988;2.8;1.2;1.9;Terrasse. Garten ;Massivhaus;45000;89467314;29614;Straße nicht freigegeben;Soltau;Harber;5;2500
142.18;344;5;doppelhaushälfte;0;1996;5;1.2;1.9;Terrasse ;Massivhaus;330000;42501655;29614;Straße nicht freigegeben;SoltauTiegen;Harber;5;2500
155;680;6;einfamilienhaus;2;1979;2;1.2;1.9;Terrasse. Balkon ;Massivhaus;399000;30990699;29614;Landolfdamm 23;Soltau;;5;2500
42.6;461;2;einfamilienhaus;0;1982;2.8;1.2;1.9;Terrasse ;Massivhaus;79000;52355069;29614;Straße nicht freigegeben;SoltauHarber;;5;2500
223.1;680;9;einfamilienhaus;2;1889;2.8;1.2;3;Garten. Balkon ;Massivhaus;425000;82689707;31785;Straße nicht freigegeben;Hameln;Innenstadt;10;1950
400;250;16;mehrfamilienhaus;2;1899;5;0;1.9;Balkon ;Massivhaus;1200000;14233682;31785;Straße nicht freigegeben;Hameln;Innenstadt;10;1950
355;648;6.3;mehrfamilienhaus;1.19;1965;4;1;1.9;Balkon ;Massivhaus;595000;24285906;31785;Straße nicht freigegeben;Hameln;Innenstadt;10;1950
165;189;5;einfamilienhaus;2;1997;5;1.2;1.9;Terrasse. Garten ;Massivhaus;550000;63165011;30880;Straße nicht freigegeben;Laatzen;Rethen;11;3650
125;443;6;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;325000;89595399;30880;Straße nicht freigegeben;Laatzen;Laatzen-Mitte;11;3650
134.92;254;6;einfamilienhaus;2;1950;1;3;1.9;Terrasse. Garten ;Massivhaus;369000;17012080;30880;Straße nicht freigegeben;Laatzen;Alt-Laatzen;11;3650
197;823;7;mehrfamilienhaus;2;1964;0;3;1.9;Terasse;Massivhaus;469000;98596320;30880;Straße nicht freigegeben;LaatzenOesselse;Ingeln-Oesselse;11;3650
91.78;317;3;bungalow;0;1999;3;1;1.9;Terrasse. Garten ;Massivhaus;309000;47655012;26441;Straße nicht freigegeben;Jever;;9;2100
176;982;8;einfamilienhaus;1;1911;2;1;1.9;Terrasse. Garten ;Massivhaus;330000;96084461;26441;Straße nicht freigegeben;Jever;;9;2100
190.78;1073;8;mehrfamilienhaus;1;1952;1;1.2;1.9;Terrasse. Balkon ;Massivhaus;274000;39325650;21789;Straße nicht freigegeben;Wingst;;0;2250
128;859;3;bungalow;1.19;2022;8;0;1.9;Terasse;Massivhaus;573112;30597988;38557;Straße nicht freigegeben;Osloß;;2;3350
138;859;5;einfamilienhaus;1.19;2022;8;0;1.9;Terasse;Massivhaus;536112;45856709;38557;Straße nicht freigegeben;Osloß;;2;3350
112;848;4;bungalow;1.19;2022;8;0;1.9;Terasse;Massivhaus;503164;74566164;38557;Straße nicht freigegeben;Osloß;;2;3350
129;166;4;einfamilienhaus;1.19;2022;8;1.2;1.9;Terrasse. Garten ;KfW 55. Massivhaus;304500;97972933;38557;Straße nicht freigegeben;Osloß;;2;3350
122;848;5;einfamilienhaus;1.19;2022;8;0;1.9;Terasse;Massivhaus;510164;80773057;38557;Straße nicht freigegeben;Osloß;;2;3350
156;905;6;einfamilienhaus;1.19;1978;3;0;1.9;Terasse;Massivhaus;345000;86809803;31638;Straße nicht freigegeben;Stöckse;Wenden;1;2100
128;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;246510;92041743;31135;Große Barnte;Hildesheim;Einum;10;2600
110;1;3;doppelhaushälfte;1.19;1997;4;1;1.9;Terasse;Fertighaus;250000;87021378;31171;Straße nicht freigegeben;Nordstemmen;Adensen;10;2100
132;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;243770;26350877;31171;Rauhe Wiese;Nordstemmen;;10;2100
529;2035;24;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;449506;47838208;29549;Straße nicht freigegeben;BadBevensen;;5;2250
93;440;3;doppelhaushälfte;1.19;2000;1;1.2;1.9;Terasse;Massivhaus;160000;42104194;49733;Straße nicht freigegeben;Haren;EmsEmmeln;5;2000
248;2560;8;einfamilienhaus;1.19;1972;2.8;1;1.9;Terrasse. Wintergarten ;Massivhaus;777000;85047558;21357;Straße nicht freigegeben;Barum;St. Dionys;10;3200
115;937;3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;130000;66655748;29475;Straße nicht freigegeben;Gorleben;;0;1600
147;774;6;einfamilienhaus;1;1962;3;1;1.9;Terrasse. Garten ;Massivhaus;320000;32467017;29229;Straße nicht freigegeben;Celle;;6;2350
124;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;241260;63887511;29229;Zur Hasselklink;Celle;Groß Hehlen;6;2350
201;624;5;einfamilienhaus;1.19;1996;2.8;1.2;1.9;Terrasse ;Massivhaus;899000;78389315;21335;Straße nicht freigegeben;Lüneburg;Altstadt;10;3950
398;3149;6.3;einfamilienhaus;2;1893;2.8;1.2;1.9;Terasse;Massivhaus;751000;36490123;31789;Straße nicht freigegeben;Hameln;Klein Berkel;10;1950
226;866;11;mehrfamilienhaus;2;1962;2.8;1.2;1.9;Terasse;Massivhaus;475000;98569506;38162;Straße nicht freigegeben;Cremlingen;Klein Schöppenstedt;6;1850
139;453;6.3;einfamilienhaus;2;1962;2.8;1.2;1.9;Terasse;Massivhaus;644634;96766173;30655;Straße nicht freigegeben;Hannover;Groß Buchholz;11;4050
139;1760;6;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;644634;76531645;30655;Straße nicht freigegeben;Hannover;Groß Buchholz;11;4050
336;1760;6.3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;204000;50915056;21386;Straße nicht freigegeben;Betzendorf;;1;2950
138;616;6;einfamilienhaus;0;1988;4;1.2;1.9;Terrasse ;Massivhaus;420000;56170475;29640;Straße nicht freigegeben;Schneverdingen;;5;3400
220;8831;7;einfamilienhaus;1.19;1932;2.8;1.2;1.9;Terasse;Massivhaus;585000;84790906;29640;Straße nicht freigegeben;Schneverdingen;Wintermoor;5;3400
215;1338;7;mehrfamilienhaus;2;1979;2.8;1.2;1.9;Balkon ;Massivhaus;499000;96994147;29640;Straße nicht freigegeben;Schneverdingen;;5;3400
250;396;6;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;531000;88994324;37077;Straße nicht freigegeben;Göttingen;Nikolausberg;10;3250
229;3038;8;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;440000;79034132;37077;Straße nicht freigegeben;Göttingen;Nikolausberg;10;3250
229;3038;6.3;einfamilienhaus;2;1808;2.8;1.2;1.9;Terasse;Massivhaus;440000;88655975;37077;Straße nicht freigegeben;Göttingen;Nikolausberg;10;3250
134;400;4;doppelhaushälfte;2;1999;3;1;1.9;Terrasse. Garten ;Massivhaus;429000;12265761;37077;Straße nicht freigegeben;Göttingen;Nikolausberg;10;3250
317;580;8;einfamilienhaus;1.19;2004;2.8;1.2;1.9;Terasse;Massivhaus;1400000;15248254;37077;Straße nicht freigegeben;Göttingen;Weende;10;3250
116;1172;4;einfamilienhaus;1.19;1975;2.8;0;1.9;Terasse;Massivhaus;499000;20169083;21256;Straße nicht freigegeben;Handeloh;;2;4250
150;2891;8;einfamilienhaus;1;1930;1;1;1.9;Terrasse. Garten ;Massivhaus;560000;95954521;21256;Straße nicht freigegeben;Handeloh;;2;4250
180;3000;6;einfamilienhaus;2;1960;4;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;625000;68682139;21256;Straße nicht freigegeben;Handeloh;Höckel;2;4250
167.02;1289;6;einfamilienhaus;0;2022;2.8;0;1.9;Terasse;Massivhaus;671800;30106229;21256;Straße nicht freigegeben;HandelohHöckel;;2;4250
148;1200;5;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;KfW 55;565000;30227595;21256;Straße nicht freigegeben;Handeloh;Höckel;2;4250
153;1172;5;einfamilienhaus;1.19;1975;2.8;0;1.9;Terasse;Massivhaus;599000;97067624;21256;Straße nicht freigegeben;Handeloh;;2;4250
141.21;3000;5;einfamilienhaus;1;1981;3;1;1.9;Terrasse ;Massivhaus;650000;49587018;21256;Straße nicht freigegeben;Handeloh;;2;4250
115;720;4;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;429000;75386876;21256;Straße nicht freigegeben;Handeloh;Höckel;2;4250
129;1210.5;5;einfamilienhaus;0;2022;2.8;1.2;1.9;Terrasse ;Holzhaus;640000;44664468;21256;Straße nicht freigegeben;Handeloh;Wörme;2;4250
468;1490;11;mehrfamilienhaus;2;1956;2;1.2;1.9;Terrasse. Balkon ;Massivhaus;895000;36601011;49143;Straße nicht freigegeben;Bissendorf;;7;2500
195.34;1200;6;einfamilienhaus;1.19;2004;2.8;1.2;1.9;Terrasse ;Massivhaus;498000;96189825;26906;Straße nicht freigegeben;Dersum;;1;1150
128;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;259270;85655098;30974;Schulstraße ;Wennigsen;DeisterBredenbeck;10;2650
154.6;587;3;doppelhaushälfte;1;1890;2.8;1.2;1.9;Terrasse. Balkon ;Massivhaus;299500;53437751;30974;Straße nicht freigegeben;Wennigsen;DeisterHoltensen;10;2650
114;547;4;einfamilienhaus;0;2018;8;1.2;1.9;Terrasse ;Massivhaus;529000;28905511;30974;Straße nicht freigegeben;Wennigsen;;10;2650
120;322;5;einfamilienhaus;1.19;2021;5;1.2;1.9;Terrasse ;Massivhaus;289000;62605282;49696;Straße nicht freigegeben;MollbergenDwergte;;1;2000
80;672;3;bungalow;0;1994;2.8;1;1.9;Terrasse. Garten ;Massivhaus;274000;48302828;49696;Straße nicht freigegeben;Molbergen;Dwergte;1;2000
150;800;5;einfamilienhaus;1.19;1984;3;1.2;1.9;Terrasse ;Massivhaus;449000;24221133;21400;Straße nicht freigegeben;Reinstorf;Wendhausen;2;3000
127;1760;5;bungalow;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;275490;14485679;30826;Im Stühe;Garbsen;Horst;11;3350
114;661;4;doppelhaushälfte;1.19;1955;2;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;444950;69444944;30627;Straße nicht freigegeben;Hannover;Groß Buchholz;11;4150
128;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;246510;31937392;31188;Marktstraße;Holle;;2;2300
144;359;5;einfamilienhaus;1.19;2021;6;1.2;1.9;Terasse;Massivhaus;498000;56504042;34346;Straße nicht freigegeben;HannMünden;Hedemünden;6;2650
317.44;795;10;mehrfamilienhaus;2;2013;4;1.2;1.9;Terrasse. Balkon. Wintergarten ;Massivhaus;999999;14037150;21682;Straße nicht freigegeben;Stade;;9;3050
148.3;867;6;einfamilienhaus;1.19;2014;7;1.2;1.9;Terasse;Massivhaus;567000;88829453;21682;Straße nicht freigegeben;Stade;;9;3050
160;770;4;bungalow;1.19;2012;2.8;1.2;1.9;Terasse;Massivhaus;777000;65561051;21641;Straße nicht freigegeben;Apensen;;2;3300
163;1035;7;einfamilienhaus;2;1969;0;1.2;2;Terrasse. Garten ;Massivhaus;295000;91331747;31061;Straße nicht freigegeben;Alfeld;LeineLangenholzen;9;1400
128;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;246510;55534405;31199;Bahnberg ;Diekholzen;;6;1850
132;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;243770;18158955;31199;Mühlenberg ;Diekholzen;Söhre;6;1850
170;952;5;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;143000;37626607;48529;Straße nicht freigegeben;Nordhorn;;6;2300
178;570;7;einfamilienhaus;1;1970;2.8;1;1.9;Terrasse. Garten ;Massivhaus;398000;67343722;48529;Straße nicht freigegeben;Nordhorn;;6;2300
107;255;5;einfamilienhaus;1;1952;2;1.2;1.9;Terrasse. Garten ;Massivhaus;219000;51894967;48529;Straße nicht freigegeben;Nordhorn;;6;2300
180;513;7;doppelhaushälfte;2;1978;4;0;1.9;Terrasse. Garten. Balkon ;Massivhaus;283000;74632946;48527;Straße nicht freigegeben;Nordhorn;;6;2300
90.5;247;4;einfamilienhaus;1;1912;2.8;1.2;1.9;Terasse;Massivhaus;209900;65629519;26725;Straße nicht freigegeben;Emden;Friesland;9;2150
100;586;4;einfamilienhaus;1;1914;1;1.2;1.9;Terasse;Massivhaus;149000;88666848;26725;Straße nicht freigegeben;Emden;;9;2150
134;617;5;einfamilienhaus;1.19;2000;4;1;1.9;Terrasse ;Massivhaus;329900;19253999;26725;Straße nicht freigegeben;Emden;Borssum/Hilmarsum;9;2150
230;1056;7;einfamilienhaus;0;1975;3;1.2;1.9;Terasse;Massivhaus;399000;35964965;26639;Straße nicht freigegeben;Wiesmoor;;5;2200
320;1927;10;mehrfamilienhaus;1.19;1955;4;1;1.9;Terrasse. Garten ;Massivhaus;542000;44304505;26639;Straße nicht freigegeben;Wiesmoor;;5;2200
132;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;256090;41493059;31319;Kurt-Lau-Weg;Sehnde;;10;3100
271;1265;6.3;einfamilienhaus;2;1975;2.8;1.2;1.9;Terasse;Massivhaus;360000;26338247;31319;Straße nicht freigegeben;Sehnde;Haimar;10;3100
178;250;5;einfamilienhaus;0;2001;2.8;1.2;1.9;Terrasse. Garten. Gartenanteil. Gartenmitbenutzung. Balkon ;Massivhaus;749000;73730191;31319;Straße nicht freigegeben;Sehnde;;10;3100
271;1265;8;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;360000;10419451;31319;Straße nicht freigegeben;Sehnde;Haimar;10;3100
112;1760;4;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;236180;23560036;31319;Poststraße ;Sehnde;Rethmar;10;3100
130;1760;5;bungalow;1.19;2022;2.8;1.2;1;Terasse;Massivhaus;251950;65762047;31319;Kurt-Lau-Weg;Sehnde;;10;3100
320;1200;10;mehrfamilienhaus;1;1956;2.8;0;1.9;Balkon ;Massivhaus;985000;67087642;21438;Straße nicht freigegeben;Brackel;;2;3500
124;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;234260;38689205;38468;Eichenweg ;EhraLessien;;1;2650
117;1760;4;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;244270;12094142;29328;Poitzen ;Faßberg;Poitzen;0;1950
104;330;4;bungalow;1.19;1962;3;1;1.9;Terasse;Massivhaus;288000;99021326;49088;Straße nicht freigegeben;Osnabrück;Dodesheide;11;3200
143.69;300;5;doppelhaushälfte;1.19;2022;2.8;0;1.9;Terrasse ;Massivhaus;539000;35439187;49088;Straße nicht freigegeben;OsnabrückSonnenhügel;;11;3200
146;512;6;einfamilienhaus;2;1940;2.8;1;1.9;Terrasse ;Massivhaus;469000;74547263;49088;Straße nicht freigegeben;Osnabrück;Sonnenhügel;11;3200
197.5;860;6.3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;315000;90130648;27374;Straße nicht freigegeben;Visselhövede;Jeddingen;1;1900
149;2402;6;einfamilienhaus;1.19;1994;1;1;1.9;Terasse;Massivhaus;318000;66184015;29664;Straße nicht freigegeben;Walsrode;Kirchboitzen;1;2150
181;576;5;doppelhaushälfte;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;190000;15217808;29664;Straße nicht freigegeben;Walsrode;;1;2150
98;536;4;einfamilienhaus;1.19;1966;1;1.2;1.9;Terasse;Massivhaus;215000;37975448;29664;Straße nicht freigegeben;Walsrode;;1;2150
120;180;4;einfamilienhaus;2;1972;1;1.2;1.9;Terrasse. Balkon ;Massivhaus;365000;62989862;21680;Straße nicht freigegeben;Stade;;9;3050
250;500;10;mehrfamilienhaus;1.19;1952;1;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;665000;28731332;49090;Straße nicht freigegeben;Osnabrück;Haste;11;3200
110;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;222010;28207533;29358;Auf dem Felde;Eicklingen;Groß Eicklingen;5;2350
130;595;4;bungalow;0;2022;2.8;1.2;1.9;Terrasse ;Massivhaus;419000;91208262;21745;Straße nicht freigegeben;Hemmoor;Warstade;4;1800
112;1760;4;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;226600;86873364;38539;Dorfstraße;Müden;AllerFlettmar;2;1850
128;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;246510;37680611;38539;Triftstraße ;Müden;Aller;2;1850
265;529;11;mehrfamilienhaus;2;1955;2.8;1;1.9;Terasse;Massivhaus;225000;19210599;31073;Straße nicht freigegeben;DelligsenGrünenplan;;5;1400
197.5;1862;4;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;36650;97521867;31073;Straße nicht freigegeben;Delligsen;;5;1400
100;1470;4;doppelhaushälfte;0;1978;2.8;0;1.9;Terrasse. Garten ;Massivhaus;189500;84543188;26605;Straße nicht freigegeben;AurichExtum;;5;2400
195;1200;6;einfamilienhaus;1.19;1900;2.8;1;1.9;Terrasse ;Massivhaus;290000;82645951;26605;Straße nicht freigegeben;Aurich;Popens;5;2400
150;793;7;einfamilienhaus;2;1983;1;1;1.9;Terrasse ;Massivhaus;395000;30805482;26605;Straße nicht freigegeben;Aurich;Wallinghausen;5;2400
187;588;7;einfamilienhaus;1.19;2019;6;1.2;1.9;Terrasse ;Massivhaus;748000;10579385;28790;Straße nicht freigegeben;Schwanewede;;6;2600
144;986;5;bungalow;1.19;2014;3;1;1.9;Terasse;Massivhaus;299000;66151145;28790;Straße nicht freigegeben;SchwanewedeMeyenburg;;6;2600
40;180;1;einfamilienhaus;0;2000;2.8;1.2;1;Terrasse ;Massivhaus;49000;98672184;28790;Straße nicht freigegeben;Schwanewede;Rade;6;2600
70;2485;3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;268000;87381549;31224;Straße nicht freigegeben;Peine;Kernstadt Nord;10;2300
70;2485;4;einfamilienhaus;2;1950;2.8;1.2;1.9;Terasse;Massivhaus;268000;65182198;31224;Straße nicht freigegeben;Peine;Kernstadt Nord;10;2300
135;234;5;einfamilienhaus;2;1928;2.8;0;2;Terrasse. Garten ;Massivhaus;399000;66620168;31224;Hermann-Löns Str. 30;Peine;Kernstadt Nord;10;2300
117;1760;4;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;237270;31876269;31224;Im Westerfelde;Peine;Woltorf;10;2300
